STATE_NAME,DISTRICT_NAME,PMGSY_SCHEME,NO_OF_ROAD_WORK_SANCTIONED,NO_OF_BRIDGES_SANCTIONED,NO_OF_ROAD_WORKS_COMPLETED,NO_OF_BRIDGES_COMPLETED,NO_OF_ROAD_WORKS_BALANCE,NO_OF_BRIDGES_BALANCE,LENGTH_OF_ROAD_WORK_SANCTIONED_KM,COST_OF_WORKS_SANCTIONED_LAKHS,LENGTH_OF_ROAD_WORK_COMPLETED_KM,EXPENDITURE_OCCURED_LAKHS,LENGTH_OF_ROAD_WORK_BALANCE_KM
"Jammu And Kashmir",Baramula,PMGSY-II,14,0,13,0,1,0,87.95,110.6091,86.976,80.3156,0.4
"Jammu And Kashmir",Budgam,PMGSY-III,25,0,13,0,12,0,184.859,177.63144,131.213,112.9027,52.285
"Jammu And Kashmir",Doda,PMGSY-I,172,11,159,11,13,0,1656.558,1021.39496,1613.808,999.6164,14.17
"Jammu And Kashmir",Doda,PMGSY-II,6,0,5,0,1,0,41.5,38.3902,38.9,31.6931,1.9
"Jammu And Kashmir",Ganderbal,PMGSY-III,10,0,4,0,6,0,44.93,33.82683,34.8,27.1695,9.6
"Jammu And Kashmir",Kishtwar,PMGSY-II,5,0,3,0,2,0,18.75,17.339,17.9,12.3731,0.85
"Jammu And Kashmir",Kishtwar,PMGSY-III,5,0,4,0,1,0,37.45,32.92735,36.75,29.0012,0.7
"Jammu And Kashmir",Kupwara,PMGSY-II,16,0,16,0,0,0,62.25,79.56197,61.35,69.8861,0
"Jammu And Kashmir",Poonch,PMGSY-III,3,11,0,0,3,11,86.4,202.74419,22,57.9402,64.4
Jharkhand,Deoghar,PMGSY-I,177,30,177,30,0,0,587.009,258.17225,556.692,221.8802,0
Jharkhand,Giridih,PMGSY-I,529,50,529,48,0,2,1817.611,849.84965,1792.28,721.523,0
Jharkhand,Gumla,PM-JANMAN,23,0,0,0,23,0,76.75,69.7007,0,0,76.75
Jharkhand,Hazaribagh,RCPLWEA,14,6,14,6,0,0,123.328,108.07188,123.328,93.9569,0
Jharkhand,Jamtara,PMGSY-II,3,0,3,0,0,0,37.705,29.2106,37.18,24.3563,0
Jharkhand,Latehar,PMGSY-II,7,0,7,0,0,0,48.4,34.75844,48.4,32.646,0
Jharkhand,Latehar,RCPLWEA,27,31,8,19,19,12,230.93,268.15713,199.15,199.279,31.78
Jharkhand,Latehar,PM-JANMAN,3,0,0,0,3,0,5.1,3.87638,0,0,5.1
Jharkhand,Palamu,PMGSY-II,9,0,9,0,0,0,92.99,67.2765,93.32,60.9392,0
Jharkhand,Palamu,PMGSY-III,25,13,0,0,25,13,223.406,175.30965,0,39.7539,223.406
Jharkhand,"Pashchimi Singhbhum",PMGSY-II,10,0,10,0,0,0,106.875,69.8047,104.115,56.5209,0
Jharkhand,"Pashchimi Singhbhum",PMGSY-III,31,2,5,0,26,2,287.737,167.92703,127.55,128.312,160.185
Jharkhand,Ramgarh,PMGSY-III,9,3,0,0,9,3,66.747,47.60234,0,13.3572,66.747
Jharkhand,Ranchi,PMGSY-I,403,12,402,12,1,0,1134.065,446.65972,1111.493,392.1997,0
Jharkhand,Sahibganj,PMGSY-II,8,0,8,0,0,0,56.4,38.0902,56.4,34.1855,0
Jharkhand,"Saraikela Kharsawan",PM-JANMAN,1,1,0,0,1,1,10.5,10.4017,0,0,10.5
Karnataka,Bagalkot,PMGSY-I,99,1,99,1,0,0,456.97,83.132,456.82,85.3671,0
Karnataka,"Bangalore U",PMGSY-II,10,0,10,0,0,0,54.67,18.7393,52.416,17.9575,0
Karnataka,Bellary,PMGSY-II,8,2,8,2,0,0,70.02,31.8604,68.31,30.1544,0
Karnataka,Chamarajanagar,PMGSY-II,8,0,8,0,0,0,69.74,27.4781,71.44,28.4693,0
Karnataka,Chickballapur,PMGSY-I,113,0,113,0,0,0,547.87,104.0092,547.87,120.9034,0
Karnataka,"Dakshina Kannada",PM-JANMAN,2,1,0,0,2,1,5.75,7.8075,0,0,5.75
Karnataka,Dharwad,PMGSY-III,22,16,17,15,5,1,164.51,132.0631,146.146,124.0687,15.89
Karnataka,Gadag,PMGSY-II,12,0,12,0,0,0,89.75,41.844,76.655,39.6803,0
Karnataka,Gadag,PMGSY-III,21,17,21,16,0,1,167.28,117.99868,162.266,124.07,0
Karnataka,Hassan,PMGSY-II,14,0,14,0,0,0,75.33,33.5213,74.676,35.6829,0
Karnataka,Kodagu,PMGSY-I,46,1,46,1,0,0,169.9,42.7033,169.9,50.2141,0
Karnataka,Kodagu,PMGSY-II,6,2,6,2,0,0,40.07,28.9295,40.11,30.5761,0
Karnataka,Koppal,PMGSY-III,19,1,17,1,2,0,138.626,82.32219,129.59,80.292,5.47
Karnataka,Ramnagar,PMGSY-II,10,0,10,0,0,0,60.11,19.9574,55.708,18.7171,0
Karnataka,Tumkur,PMGSY-II,16,0,16,0,0,0,128.77,59.5497,128.24,51.2594,0
Karnataka,Udupi,PMGSY-I,101,1,101,1,0,0,383.01,98.7032,383.01,109.9806,0
Karnataka,Udupi,PMGSY-II,12,4,12,4,0,0,58.65,43.7056,57.99,42.1541,0
Karnataka,Yadgir,PMGSY-I,36,1,36,1,0,0,240.49,48.2724,240.49,52.9383,0
Karnataka,Yadgir,PMGSY-III,18,0,16,0,2,0,130.975,84.04193,123.338,82.131,7.36
Kerala,Alappuzha,PMGSY-I,70,0,69,0,1,0,97.508,40.0772,93.501,45.8334,1.58
Kerala,Alappuzha,PMGSY-III,14,0,1,0,13,0,59.983,36.82623,13.587,13.5116,46.396
Kerala,Ernakulam,PMGSY-II,9,1,9,1,0,0,32.228,29.43626,29.669,21.9672,0
Kerala,Kasaragod,PMGSY-I,96,0,96,0,0,0,247.091,110.9047,246.73,124.4521,0
Kerala,Kollam,PMGSY-III,22,0,2,0,20,0,96.437,62.64305,15.214,15.8363,79.654
Kerala,Kozhikode,PMGSY-I,131,0,131,0,0,0,289.146,133.6686,288.693,148.3,0
Kerala,Malappuram,PMGSY-II,12,0,12,0,0,0,46.897,31.51363,46.861,26.7286,0
Kerala,Palakkad,PMGSY-II,14,0,14,0,0,0,56.473,45.02302,56.343,35.7413,0
Kerala,Pathanamthitta,PMGSY-II,10,0,10,0,0,0,28.112,21.7898,28.002,18.1261,0
Kerala,Thiruvananthapuram,PMGSY-II,13,0,13,0,0,0,58.735,45.2943,58.735,38.0261,0
"Madhya Pradesh",Agar,PMGSY-I,211,9,211,9,0,0,783.07,288.8866,772.568,255.4793,0
"Madhya Pradesh",Agar,PMGSY-III,16,17,13,12,3,5,151.774,133.7087,144.788,82.7628,3.775
"Madhya Pradesh",Alirajpur,PMGSY-III,21,20,21,12,0,8,205.02,189.05843,200.374,112.048,0
"Madhya Pradesh",Chhindwara,PMGSY-I,845,17,845,15,0,2,3419.285,1109.39039,3318.126,1082.092,0
"Madhya Pradesh",Damoh,PMGSY-I,290,5,290,5,0,0,1032.78,327.17,1006.959,304.0001,0
"Madhya Pradesh",Damoh,PMGSY-III,19,19,19,12,0,7,283.775,229.04376,275.94,178.5666,0
"Madhya Pradesh",Dewas,PMGSY-II,6,0,6,0,0,0,95.19,64.6193,93.056,58.3559,0
"Madhya Pradesh",Dhar,PMGSY-II,11,16,11,16,0,0,196.205,172.1021,189.208,148.5201,0
"Madhya Pradesh",Gwalior,PMGSY-I,183,5,183,5,0,0,641.945,208.9239,615.651,179.8316,0
"Madhya Pradesh",Gwalior,PMGSY-II,11,2,11,2,0,0,82.775,61.2194,83.531,53.241,0
"Madhya Pradesh",Gwalior,PMGSY-III,16,8,14,5,2,3,159.66,141.10122,147.774,88.7701,9.5
"Madhya Pradesh",Harda,PMGSY-I,128,14,128,14,0,0,728.87,237.52875,663.859,251.2175,0
"Madhya Pradesh",Harda,PMGSY-II,3,1,3,1,0,0,59.86,38.31338,57.5,36.4251,0
"Madhya Pradesh",Indore,PMGSY-III,13,20,8,10,5,10,151.12,179.26063,117.437,99.0627,32.872
"Madhya Pradesh",Mandla,PMGSY-II,7,3,7,3,0,0,110.23,74.66595,107.63,67.4492,0
"Madhya Pradesh",Mandsour,PMGSY-I,355,4,355,4,0,0,1675.945,527.265,1635.379,443.3134,0
"Madhya Pradesh",Morena,PMGSY-II,8,2,8,2,0,0,102.088,70.2807,101.687,56.8822,0
"Madhya Pradesh",Neemuch,PMGSY-I,150,0,150,0,0,0,710.495,201.2118,698.652,182.7586,0
"Madhya Pradesh",Neemuch,PMGSY-II,3,2,3,2,0,0,56.46,42.4354,56.064,38.7124,0
"Madhya Pradesh",Raisen,PMGSY-I,334,6,334,5,0,1,1377.255,454.32818,1305.349,481.7185,0
"Madhya Pradesh",Rajgarh,PMGSY-I,427,10,427,10,0,0,1661.48,532.86189,1579.762,456.2403,0
"Madhya Pradesh",Rajgarh,PMGSY-II,13,4,13,4,0,0,94.16,63.5722,90.954,53.9898,0
"Madhya Pradesh",Ratlam,PMGSY-II,5,7,5,7,0,0,93.925,86.37772,94.187,76.223,0
"Madhya Pradesh",Rewa,PMGSY-I,456,17,456,16,0,1,1987.19,560.6431,1888.218,538.4916,0
"Madhya Pradesh",Rewa,PMGSY-II,9,2,9,2,0,0,144.68,93.1047,141.7,83.7119,0
"Madhya Pradesh",Sagar,PMGSY-II,13,8,13,8,0,0,178.727,151.28449,177.55,140.3944,0
"Madhya Pradesh",Satna,PMGSY-I,444,8,444,8,0,0,1619.75,432.2147,1564.418,385.1144,0
"Madhya Pradesh",Sehore,PMGSY-III,20,10,20,6,0,4,219.53,184.85495,217.098,132.9457,0
"Madhya Pradesh",Seoni,PMGSY-II,10,10,10,10,0,0,141.22,87.1031,138.426,73.8472,0
"Madhya Pradesh",Shajapur,PMGSY-I,283,15,283,15,0,0,945.866,365.53485,955.436,361.3356,0
"Madhya Pradesh",Shajapur,PMGSY-II,5,7,5,7,0,0,79.146,51.0444,78.981,49.5073,0
"Madhya Pradesh",Shivpuri,PM-JANMAN,24,0,0,0,24,0,70.178,51.57859,0,0,70.178
"Madhya Pradesh",Singrauli,PMGSY-II,2,0,2,0,0,0,48.7,31.1032,48.682,28.4263,0
"Madhya Pradesh",Singrauli,PMGSY-III,11,0,10,0,1,0,150.8,99.8944,149.864,75.8621,0.3
"Madhya Pradesh",Vidisha,PMGSY-II,8,12,8,12,0,0,143.085,120.83913,142.462,104.2672,0
"Madhya Pradesh",Vidisha,PM-JANMAN,27,0,0,0,27,0,52.22,38.45597,0,0,52.22
Maharashtra,Aurangabad,PMGSY-I,167,44,167,44,0,0,672.085,182.5027,659.03,174.4602,0
Maharashtra,Aurangabad,PMGSY-III,27,15,15,0,12,15,192.031,187.14919,111.052,101.7228,79.326
Maharashtra,Buldhana,PMGSY-III,19,9,11,0,8,9,100.34,94.41716,70.972,61.9599,28.41
Maharashtra,Dhule,PMGSY-I,168,50,166,50,2,0,785.565,321.2574,748.235,307.7749,20.91
Maharashtra,Gondia,PMGSY-III,31,2,25,0,6,2,186.55,148.23996,171.658,52.5235,14.196
Maharashtra,Jalna,PMGSY-III,26,20,18,0,8,20,149.075,164.24508,113.689,107.6503,33.6
Maharashtra,Kolhapur,PMGSY-III,39,0,12,0,27,0,196.845,144.25181,94.875,83.4368,101.945
Maharashtra,Latur,PMGSY-II,8,16,8,16,0,0,67.27,74.4051,66.85,65.4157,0
Maharashtra,Nanded,PMGSY-III,32,6,5,0,27,6,229.88,201.60696,87.524,81.8683,141.136
Maharashtra,Nashik,PMGSY-II,20,4,20,4,0,0,138.255,79.8756,137.725,84.012,0
Maharashtra,Osmanabad,PMGSY-I,135,44,135,44,0,0,461.4,125.198,461.4,120.056,0
Maharashtra,Osmanabad,PMGSY-III,24,8,10,0,14,8,179.01,176.41947,110.22,94.3438,67.915
Maharashtra,Palghar,PMGSY-III,19,0,0,0,19,0,128.566,132.5439,19.41,20.3567,109.156
Maharashtra,Parbhani,PMGSY-I,165,18,165,18,0,0,474.795,116.425,454.067,137.3005,0
Maharashtra,Parbhani,PMGSY-II,7,6,7,6,0,0,49.38,39.0058,48.58,35.4389,0
Maharashtra,Parbhani,PMGSY-III,18,2,0,0,18,2,124.955,131.66633,0,26.8847,124.955
Maharashtra,Pune,PMGSY-I,259,16,258,16,1,0,1444.48,397.1502,1423.542,418.2672,3.12
Maharashtra,Pune,PMGSY-II,19,0,19,0,0,0,128.54,71.0317,124.44,68.8709,0
Maharashtra,Ratnagiri,PMGSY-II,14,7,14,7,0,0,85.91,50.1249,85.61,47.7912,0
Maharashtra,Ratnagiri,PMGSY-III,46,0,0,0,46,0,280.066,228.07262,0,45.9989,280.066
Maharashtra,Sindhudurg,PMGSY-III,39,0,0,0,39,0,168.688,141.41354,5.45,2.4732,163.238
Maharashtra,Solapur,PMGSY-III,46,2,25,0,21,2,309.95,245.77878,199,177.1991,108.65
Maharashtra,Thane,PMGSY-III,17,0,3,0,14,0,87.81,57.7251,50.797,30.8716,36.913
Maharashtra,Wardha,PMGSY-I,137,9,137,9,0,0,976.956,240.7053,959.839,-31.8426,0
Maharashtra,Washim,PMGSY-I,104,9,104,9,0,0,479.75,102.462,473.08,98.9662,0
Maharashtra,Washim,PMGSY-III,17,8,7,0,10,8,103.935,97.89375,77.115,56.3998,25.815
Manipur,Bishnupur,PMGSY-III,5,0,0,0,5,0,39.21,29.16435,0,0,39.21
Manipur,Churachandpur,PMGSY-II,3,0,3,0,0,0,10,8.0534,10,6.7823,0
Manipur,"Imphal East",PMGSY-II,15,0,14,0,1,0,85.72,71.2072,85.52,58.6697,0.2
Manipur,"Imphal East",PMGSY-III,10,0,0,0,10,0,79.39,76.83461,0,0,79.39
Manipur,"Imphal West",PMGSY-III,7,0,0,0,7,0,43.2,29.6641,0,0,43.2
Manipur,Senapati,PMGSY-I,276,33,264,30,12,3,2028.13,881.77681,1970.52,821.1228,33.21
Manipur,Thoubal,PMGSY-II,10,0,10,0,0,0,59.35,51.038,59.35,42.2726,0
Meghalaya,"East Garo Hills",PMGSY-I,132,22,127,22,5,0,560.179,412.41858,536.129,436.184,21.348
Meghalaya,"East Garo Hills",PMGSY-II,12,0,10,0,2,0,49.9,37.62681,45.905,38.7953,3.995
Mizoram,Aizawl,PMGSY-III,3,0,0,0,3,0,63.954,63.21528,0,0,63.954
Mizoram,Serchhip,PMGSY-II,1,0,1,0,0,0,16,14.2014,15.5,11.0998,0
Nagaland,Kiphire,PMGSY-III,2,0,0,0,2,0,19.09,18.0701,0,0,19.09
Nagaland,Mokokchung,PMGSY-II,1,0,1,0,0,0,15,15.8051,15,15.8173,0
Nagaland,Mon,PMGSY-III,7,0,0,0,7,0,91.13,92.6729,0,0,91.13
Nagaland,Peren,PMGSY-III,1,0,0,0,1,0,21.03,17.0424,0,0,21.03
Nagaland,Phek,PMGSY-I,32,3,32,3,0,0,438.9,135.0624,438.9,138.7594,0
Nagaland,Phek,PMGSY-II,1,1,0,1,1,0,17,19.0824,6,14.5213,11
Nagaland,Tseminyu,PMGSY-II,1,0,1,0,0,0,19,17.4991,19,15.9156,0
Nagaland,Zunheboto,PMGSY-II,1,0,1,0,0,0,18,16.6787,18,16.6788,0
Odisha,Balasore,PMGSY-III,51,3,24,1,27,2,372.201,265.25514,239.724,176.3671,134.289
Odisha,Bhadrak,PMGSY-III,34,1,26,0,8,1,198.23,115.9142,169.502,90.5951,29.656
Odisha,Deogarh,PM-JANMAN,4,0,0,0,4,0,24.67,22.0606,0,0,24.67
Odisha,Dhenkanal,PMGSY-I,400,9,400,9,0,0,1202.851,457.51093,1153.66,436.0007,0
Odisha,Gajapati,PMGSY-II,12,0,12,0,0,0,83.01,42.8421,83.609,38.3411,0
Odisha,Jajpur,PMGSY-I,448,18,448,18,0,0,1564.9,729.37584,1499.873,714.5081,0
Odisha,Jajpur,PMGSY-II,34,0,34,0,0,0,112.007,49.8446,109.56,43.5532,0
Odisha,Keonjhar,PMGSY-II,27,2,27,2,0,0,152.16,66.5337,153.395,64.2132,0
Odisha,Koraput,PMGSY-I,904,40,901,40,3,0,3787.363,1917.56035,3635.624,1962.2206,2.707
Odisha,Koraput,PMGSY-II,25,0,25,0,0,0,150.14,58.85111,149.548,52.7984,0
Odisha,Koraput,RCPLWEA,19,2,18,0,1,2,146.768,140.64949,140.469,121.3137,5.087
Odisha,Malkangiri,PMGSY-I,461,40,459,37,2,3,2109.2,872.40848,2067.074,1049.3299,8.01
Odisha,Mayurbhanj,PMGSY-II,76,3,76,3,0,0,310.147,146.92307,307.533,157.6336,0
Odisha,Nawarangpur,PMGSY-I,600,8,600,8,0,0,2492.194,866.7966,2429.296,852.3055,0
Odisha,Sonepur,PMGSY-III,30,3,29,2,1,1,191.854,144.2091,183.504,130.5744,1.796
Odisha,Sundargarh,PMGSY-I,988,65,988,65,0,0,3754.383,1726.76572,3645.268,1754.2738,0
Punjab,Amritsar,PMGSY-I,73,0,73,0,0,0,396.395,172.0362,395.96,158.7712,0
Punjab,Amritsar,PMGSY-II,12,0,12,0,0,0,126.07,79.9336,126.07,64.0289,0
Punjab,Barnala,PMGSY-II,3,1,3,1,0,0,40.45,28.6027,40.45,22.5468,0
Punjab,Bathinda,PMGSY-III,17,1,5,0,12,1,155.735,117.75286,57.415,37.3204,98.32
Punjab,Faridkot,PMGSY-I,23,0,23,0,0,0,190.581,80.2681,190.575,72.9015,0
Punjab,Firozpur,PMGSY-III,6,0,3,0,3,0,62.94,62.01797,28.93,27.3398,34.01
Punjab,Gurdaspur,PMGSY-I,122,0,122,0,0,0,416.23,126.356,406.8,107.6597,0
Punjab,Gurdaspur,PMGSY-II,2,0,2,0,0,0,16.18,11.3656,16.18,8.1924,0
Punjab,Jalandhar,PMGSY-III,17,0,9,0,8,0,184.92,141.42172,98.3,44.9838,86.44
Punjab,Kapurthala,PMGSY-II,1,0,1,0,0,0,13.69,7.46961,13.69,6.2182,0
Punjab,Mansa,PMGSY-I,49,0,49,0,0,0,351.07,149.1889,349.727,148.1373,0
Punjab,Moga,PMGSY-I,27,0,27,0,0,0,294.62,116.9546,294.62,108.2488,0
Punjab,Moga,PMGSY-III,20,2,12,1,8,1,212.37,166.57643,151.005,100.8146,59.94
Punjab,Mohali,PMGSY-I,8,0,8,0,0,0,63.47,28.1931,62.97,25.1317,0
Punjab,Mohali,PMGSY-III,4,0,3,0,1,0,31.94,25.61566,24.104,16.288,7.8
Punjab,Patiala,PMGSY-III,17,7,13,1,4,6,121.712,119.44707,98.66,79.0917,22.39
Punjab,Sangrur,PMGSY-II,8,1,8,1,0,0,105.43,66.852,102.925,47.5532,0
Punjab,"Tarn Taran",PMGSY-I,72,0,72,0,0,0,445.69,174.2062,445.19,162.7579,0
Rajasthan,Ajmer,PMGSY-III,10,0,10,0,0,0,116.07,69.13503,116.07,49.0126,0
Rajasthan,Alwar,PMGSY-I,306,0,306,0,0,0,911.76,194.1571,888.985,171.5221,0
Rajasthan,Alwar,PMGSY-II,10,0,10,0,0,0,76.44,29.7435,76.44,24.4709,0
Rajasthan,Banswara,PMGSY-II,14,1,14,1,0,0,112.125,48.7737,112.35,32.2192,0
Rajasthan,Baran,PMGSY-I,311,12,311,12,0,0,1243.166,301.2303,1171.87,302.0229,0
Rajasthan,Baran,PMGSY-III,23,0,19,0,4,0,182.164,96.8485,160.262,66.8204,21.9
Rajasthan,Barmer,PMGSY-II,5,0,5,0,0,0,54.4,14.5342,54.4,10.1807,0
Rajasthan,Beawar,PMGSY-II,5,0,5,0,0,0,55.1,20.3931,55.1,17.627,0
Rajasthan,Bikaner,PMGSY-II,9,0,9,0,0,0,84,23.6534,84,18.4886,0
Rajasthan,Bundi,PMGSY-I,282,1,282,1,0,0,1006.3,256.4899,989.736,241.6649,0
Rajasthan,Bundi,PMGSY-II,12,0,12,0,0,0,69.3,31.77,69.3,24.6884,0
Rajasthan,Chittaurgarh,PMGSY-I,299,0,299,0,0,0,1303.87,249.648,1273.47,224.7355,0
Rajasthan,Chittaurgarh,PMGSY-II,26,0,26,0,0,0,153.08,60.8213,153.08,39.8578,0
Rajasthan,Dausa,PMGSY-III,28,0,27,0,1,0,235.75,121.2039,227.917,82.2991,6.7
Rajasthan,Dholpur,PMGSY-III,25,0,25,0,0,0,241.186,119.52563,240.89,113.1364,0
Rajasthan,Dungarpur,PMGSY-II,9,0,9,0,0,0,73,47.6744,73,29.4152,0
Rajasthan,Jalor,PMGSY-II,6,0,6,0,0,0,56,18.9001,56,14.8006,0
Rajasthan,Jhunjhunun,PMGSY-II,13,0,13,0,0,0,84,53.1762,84.7,39.9326,0
Rajasthan,"Jodhpur Gramin",PMGSY-III,34,0,34,0,0,0,409.97,231.49905,409.65,169.8729,0
Rajasthan,Karauli,PMGSY-I,209,0,209,0,0,0,707.265,144.9245,630.365,120.6446,0
Rajasthan,Kekri,PMGSY-III,8,3,8,0,0,3,95.141,82.03378,95.14,65.1667,0
Rajasthan,"Khairthal Tijara",PMGSY-III,9,0,7,0,2,0,67.542,41.15575,64.393,32.0249,1.5
Rajasthan,Kota,PMGSY-III,16,2,11,0,5,2,116.69,76.8,88.41,45.0074,26.43
Rajasthan,"Kotputli Behror",PMGSY-II,8,0,8,0,0,0,69.61,32.9576,69.74,27.586,0
Rajasthan,Nagaur,PMGSY-I,496,0,496,0,0,0,2278.645,366.0061,2191.9,313.3039,0
Rajasthan,Pali,PMGSY-II,11,1,11,1,0,0,118.5,63.8277,118.5,50.2365,0
Rajasthan,Phalodi,PMGSY-II,2,0,2,0,0,0,29.5,12.2832,29.5,8.859,0
Rajasthan,Salumbar,PMGSY-I,377,6,377,6,0,0,1167.656,418.3223,1156.458,327.6348,0
Rajasthan,Sawaimadhopur,PMGSY-II,6,0,6,0,0,0,41.851,16.9027,41.651,13.6732,0
Rajasthan,Shahpura,PMGSY-III,13,0,13,0,0,0,116.314,67.5299,116.046,55.3393,0
Rajasthan,Sirohi,PMGSY-I,203,2,203,2,0,0,817.661,238.6425,800.411,204.7766,0
Rajasthan,"Sri Ganganagar",PMGSY-III,9,0,5,0,4,0,91.625,50.494,73.625,26.8257,18
Rajasthan,Udaipur,PMGSY-III,43,3,42,0,1,3,417.425,281.96821,414.865,188.5918,0
Sikkim,Pakyong,PMGSY-I,131,22,125,21,6,1,722.965,424.7631,701.51,419.5986,8.2
Sikkim,Soreng,PMGSY-II,3,0,1,0,2,0,18,15.584,12.2,9.0794,5.6
Sikkim,South,PMGSY-II,10,0,10,0,0,0,41.782,36.0774,41.78,33.0403,0
"Tamil Nadu",Ariyalur,PMGSY-I,171,0,171,0,0,0,368.847,102.83873,368.806,94.2441,0
"Tamil Nadu",Ariyalur,PMGSY-II,39,3,39,3,0,0,134.099,43.28113,132.39,44.3706,0
"Tamil Nadu",Dharmapuri,PMGSY-II,25,1,25,1,0,0,89.24,31.42687,89.18,31.9251,0
"Tamil Nadu",Dindigul,PMGSY-III,60,2,48,2,12,0,243.94,142.40797,193.59,119.6621,46.695
"Tamil Nadu",Erode,PMGSY-II,11,0,11,0,0,0,28.672,9.70103,28.672,10.0326,0
"Tamil Nadu",Karur,PMGSY-II,26,0,26,0,0,0,83.439,32.8887,83.439,32.5093,0
"Tamil Nadu",Krishnagiri,PMGSY-I,210,7,210,7,0,0,443.188,139.18744,438.612,119.6094,0
"Tamil Nadu",Nagapattinam,PMGSY-II,21,1,21,1,0,0,74.171,66.87174,74.171,72.8485,0
"Tamil Nadu",Namakkal,PMGSY-I,227,0,227,0,0,0,411.066,134.62504,408.816,110.0604,0
"Tamil Nadu",Perambalur,PMGSY-II,12,0,12,0,0,0,43.84,15.9089,43.84,15.3482,0
"Tamil Nadu",Pudukkottai,PMGSY-III,77,0,42,0,35,0,335.616,197.66193,162.806,88.0048,172.995
"Tamil Nadu",Ramanathapuram,PMGSY-I,361,2,361,2,0,0,822.018,260.6557,819.181,240.7931,0
"Tamil Nadu",Ranipet,PMGSY-II,7,0,7,0,0,0,19.552,7.5257,19.552,7.7246,0
"Tamil Nadu",Tiruchirappalli,PMGSY-I,268,1,268,1,0,0,552.955,140.1259,545.514,123.8914,0
"Tamil Nadu",Tirunelveli,PMGSY-II,18,0,18,0,0,0,74.681,25.50315,74.681,24.4464,0
"Tamil Nadu",Tirupathur,PMGSY-II,4,0,4,0,0,0,7.024,3.312,7.024,3.8691,0
"Tamil Nadu",Tiruppur,PMGSY-III,82,1,41,0,41,1,349.2,186.36078,170.25,91.0071,178.975
"Tamil Nadu",Tuticorin,PMGSY-III,36,2,21,0,15,2,164.34,101.52025,91.38,50.0098,72.95
Telangana,Adilabad,PMGSY-III,7,7,5,4,2,3,60.545,62.04833,44.62,46.6377,15.05
Telangana,Adilabad,PM-JANMAN,15,0,0,0,15,0,43.875,44.28494,0,0,43.875
Telangana,"Bhadradri Kothagudem",PMGSY-I,168,24,167,24,1,0,712.02,251.4457,675.957,135.5522,4.35
Telangana,"Bhadradri Kothagudem",RCPLWEA,30,38,5,15,25,23,239.41,331.14342,103.89,118.3253,134.77
Telangana,Jagitial,PMGSY-III,12,5,2,0,10,5,65.539,56.98604,22.66,18.3085,42.664
Telangana,"Jayashankar Bhoopalapally",PMGSY-I,53,7,53,7,0,0,190.555,56.47182,190.805,71.8479,0
Telangana,"Jayashankar Bhoopalapally",PMGSY-II,2,0,2,0,0,0,21.95,16.5554,20.345,16.187,0
Telangana,"Jayashankar Bhoopalapally",RCPLWEA,11,4,2,2,9,2,78.7,94.07464,34.277,51.4233,44.043
Telangana,"Jogulamba Gadwal",PMGSY-III,7,1,2,0,5,1,37.176,18.63608,15.17,6.7208,22.005
Telangana,Kamareddy,PMGSY-II,4,1,4,1,0,0,36.94,24.3256,36.94,24.8706,0
Telangana,"Komrambheem Asifabad",RCPLWEA,31,33,6,8,25,25,262.66,407.15149,113.954,127.0604,148.312
Telangana,Mancherial,PMGSY-II,1,0,1,0,0,0,5.35,2.645,5.35,1.9849,0
Telangana,"Medchal Malkajgiri",PMGSY-II,2,1,2,1,0,0,15.59,14.3107,12.282,10.2042,0
Telangana,"Medchal Malkajgiri",PMGSY-III,3,0,2,0,1,0,19,12.84368,12.227,7.6784,5.9
Telangana,Mulugu,RCPLWEA,52,16,1,5,51,11,259.64,308.80704,105.4,120.1855,154.13
Telangana,Nagarkurnool,PMGSY-I,47,3,47,3,0,0,246.22,53.8064,240.37,95.9604,0
Telangana,Nagarkurnool,PMGSY-II,3,0,3,0,0,0,35.165,18.185,34.405,15.9254,0
Telangana,Nizamabad,PMGSY-I,194,10,194,10,0,0,444.95,67.6443,446.98,133.9151,0
Telangana,Vikarabad,PMGSY-I,84,11,84,11,0,0,263.114,49.4155,250.595,-157.4155,0
Telangana,Vikarabad,PMGSY-II,3,0,3,0,0,0,27.65,16.1464,27.65,14.4262,0
Telangana,Wanaparthy,PMGSY-I,25,2,25,2,0,0,106.049,20.8285,101.24,9.949,0
Telangana,Wanaparthy,PMGSY-III,11,4,5,2,6,2,49.94,37.41594,21.096,16.4289,26.92
Telangana,"Warangal Urban",PMGSY-I,34,0,34,0,0,0,86.149,11.6626,85.905,23.1814,0
Tripura,Dhalai,PMGSY-I,177,5,163,3,14,2,827.804,548.78394,704.704,472.0722,63.218
Tripura,Khowai,PM-JANMAN,1,0,0,0,1,0,3.033,2.8864,0,0,3.033
Tripura,"North Tripura",PMGSY-III,7,0,1,0,6,0,41.024,37.89487,4.265,17.0637,36.759
Tripura,Unakoti,PMGSY-III,6,0,0,0,6,0,41.55,37.37701,0,0,41.55
"Uttar Pradesh",Agra,PMGSY-III,47,0,43,0,4,0,393.52,308.27603,385.437,228.5656,1.25
"Uttar Pradesh",Ambedkarnagar,PMGSY-III,27,0,27,0,0,0,181.33,132.15772,176.733,109.709,0
"Uttar Pradesh",Azamgarh,PMGSY-II,15,0,15,0,0,0,113.7,60.2784,111.54,54.9629,0
